order_date,order_no,channel,sku,product_name,series,category,qty,unit_price,revenue,channel_fee
2026-04-12,OWN-260412-0005,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-12,OHS-260412-0006,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,119646,119646,21536
2026-04-12,29C-260412-0007,29CM,RR-WRK-303,레어로우 워크 체어,워크,체어,1,310590,310590,83859
2026-04-12,OWN-260412-0008,자사몰,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,108800,108800,3808
2026-04-12,CPG-260412-0009,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,309272,309272,33401
2026-04-12,NAV-260412-0010,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,155830,155830,10908
2026-04-12,OHS-260412-0011,오늘의집,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,605166,605166,108929
2026-04-12,OWN-260412-0012,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-12,OWN-260412-0013,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,133450,266900,9341
2026-04-12,NAV-260412-0014,네이버,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,64311,64311,4501
2026-04-12,NAV-260412-0015,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,155830,155830,10908
2026-04-12,OWN-260412-0016,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-04-12,OHS-260412-0017,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,119646,119646,21536
2026-04-12,OHS-260412-0018,오늘의집,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,489855,489855,88173
2026-04-12,OWN-260412-0019,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-04-12,OHS-260412-0020,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,136119,272238,49002
2026-04-12,OHS-260412-0021,오늘의집,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,2,457776,915552,164799
2026-04-12,29C-260412-0022,29CM,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,140122,280244,75665
2026-04-12,NAV-260412-0023,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,155830,311660,21816
2026-04-12,OWN-260412-0024,자사몰,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,253300,253300,8865
2026-04-12,NAV-260412-0025,네이버,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,180565,180565,12639
2026-04-12,OWN-260412-0026,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-04-12,OWN-260412-0027,자사몰,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,117300,117300,4105
2026-04-12,NAV-260412-0028,네이버,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,129446,129446,9061
2026-04-13,OHS-260413-0001,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,163863,163863,29495
2026-04-13,OWN-260413-0002,자사몰,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,593300,593300,20765
2026-04-13,OWN-260413-0003,자사몰,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,185300,185300,6485
2026-04-13,OHS-260413-0004,오늘의집,RR-WRK-303,레어로우 워크 체어,워크,체어,1,301716,301716,54308
2026-04-13,29C-260413-0005,29CM,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,3,114240,342720,92534
2026-04-13,29C-260413-0006,29CM,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,265965,265965,71810
2026-04-13,OHS-260413-0007,오늘의집,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,110976,110976,19975
2026-04-13,NAV-260413-0008,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,2,391637,783274,54829
2026-04-13,OWN-260413-0009,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-13,OHS-260413-0010,오늘의집,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,189873,189873,34177
2026-04-13,29C-260413-0011,29CM,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,265965,265965,71810
2026-04-13,CPG-260413-0012,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,309272,309272,33401
2026-04-13,OHS-260413-0013,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,136119,272238,49002
2026-04-13,CPG-260413-0014,쿠팡,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,79135,79135,8546
2026-04-13,29C-260413-0015,29CM,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,194565,194565,52532
2026-04-13,OWN-260413-0016,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-13,OWN-260413-0017,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-13,OHS-260413-0018,오늘의집,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,605166,605166,108929
2026-04-13,29C-260413-0019,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,2,341827,683654,184586
2026-04-13,OWN-260413-0020,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,2,186150,372300,13030
2026-04-13,29C-260413-0021,29CM,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,168682,168682,45544
2026-04-13,OWN-260413-0022,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-04-13,OHS-260413-0023,오늘의집,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,189873,189873,34177
2026-04-13,OWN-260413-0024,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,2,66300,132600,4641
2026-04-13,OWN-260413-0025,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-04-13,NAV-260413-0026,네이버,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,575501,575501,40285
2026-04-13,NAV-260413-0027,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-04-13,NAV-260413-0028,네이버,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,138516,138516,9696
2026-04-13,OHS-260413-0029,오늘의집,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,3,145656,436968,78654
2026-04-13,29C-260413-0030,29CM,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,310590,310590,83859
2026-04-13,OWN-260413-0031,자사몰,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,389300,389300,13625
2026-04-13,OWN-260413-0032,자사몰,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,253300,253300,8865
2026-04-13,OWN-260413-0033,자사몰,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,108800,108800,3808
2026-04-13,OWN-260413-0034,자사몰,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,2,142800,285600,9996
2026-04-13,NAV-260413-0035,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,155830,311660,21816
2026-04-13,OHS-260413-0036,오늘의집,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,145656,145656,26218
2026-04-13,CPG-260413-0037,쿠팡,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,2,79135,158270,17093
2026-04-13,NAV-260413-0038,네이버,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,465842,465842,32608
2026-04-13,OWN-260413-0039,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-04-13,CPG-260413-0040,쿠팡,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,456237,456237,49273
2026-04-13,OHS-260413-0041,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-04-13,OHS-260413-0042,오늘의집,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,489855,489855,88173
2026-04-13,NAV-260413-0043,네이버,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,286926,286926,20084
2026-04-13,OWN-260413-0044,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-13,OWN-260413-0045,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,1,295800,295800,10353
2026-04-13,OHS-260413-0046,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-04-13,29C-260413-0047,29CM,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,149940,149940,40483
2026-04-13,OWN-260413-0048,자사몰,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,83300,83300,2915
2026-04-13,OWN-260413-0049,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,2,480250,960500,33617
2026-04-14,OHS-260414-0001,오늘의집,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,145656,145656,26218
2026-04-14,OHS-260414-0002,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-04-14,CPG-260414-0003,쿠팡,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,426360,426360,46046
2026-04-14,29C-260414-0004,29CM,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,2,310590,621180,167718
2026-04-14,OWN-260414-0005,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-14,CPG-260414-0006,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,2,309272,618544,66802
2026-04-14,29C-260414-0007,29CM,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,114240,114240,30844
2026-04-14,CPG-260414-0008,쿠팡,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,2,426360,852720,92093
2026-04-14,OWN-260414-0009,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-04-14,CPG-260414-0010,쿠팡,RR-WRK-303,레어로우 워크 체어,워크,체어,2,281010,562020,60698
2026-04-14,NAV-260414-0011,네이버,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,575501,575501,40285
2026-04-14,CPG-260414-0012,쿠팡,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,152617,152617,16482
2026-04-14,OHS-260414-0013,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,163863,163863,29495
2026-04-14,OHS-260414-0014,오늘의집,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,189873,189873,34177
2026-04-14,OHS-260414-0015,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-04-14,OWN-260414-0016,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-04-14,OWN-260414-0017,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,2,403750,807500,28262
2026-04-14,OWN-260414-0018,자사몰,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,117300,117300,4105
2026-04-14,OHS-260414-0019,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-04-14,29C-260414-0020,29CM,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,69615,69615,18796
2026-04-14,CPG-260414-0021,쿠팡,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,135660,135660,14651
2026-04-14,CPG-260414-0022,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,309272,309272,33401
2026-04-14,29C-260414-0023,29CM,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,114240,114240,30844
2026-04-14,OHS-260414-0024,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,2,431766,863532,155435
2026-04-14,29C-260414-0025,29CM,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,69615,69615,18796
2026-04-14,OWN-260414-0026,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-04-14,OHS-260414-0027,오늘의집,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,332061,332061,59770
2026-04-14,29C-260414-0028,29CM,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,195457,195457,52773
2026-04-14,29C-260414-0029,29CM,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,504262,504262,136150
2026-04-14,OWN-260414-0030,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-04-14,29C-260414-0031,29CM,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,504262,504262,136150
2026-04-14,OWN-260414-0032,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,1,295800,295800,10353
2026-04-14,CPG-260414-0033,쿠팡,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,2,456237,912474,98547
2026-04-14,OHS-260414-0034,오늘의집,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,189006,189006,34021
2026-04-14,OWN-260414-0035,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,160650,321300,11245
2026-04-14,NAV-260414-0036,네이버,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,435336,435336,30473
2026-04-14,29C-260414-0037,29CM,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,149940,149940,40483
2026-04-15,OWN-260415-0001,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-04-15,OWN-260415-0002,자사몰,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,108800,108800,3808
2026-04-15,29C-260415-0003,29CM,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,408765,408765,110366
2026-04-15,OWN-260415-0004,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-04-15,29C-260415-0005,29CM,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,310590,310590,83859
2026-04-15,NAV-260415-0006,네이버,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,575501,575501,40285
2026-04-15,NAV-260415-0007,네이버,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,377621,377621,26433
2026-04-15,NAV-260415-0008,네이버,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,435336,435336,30473
2026-04-15,29C-260415-0009,29CM,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,3,622965,1868895,504601
2026-04-15,OWN-260415-0010,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-15,OWN-260415-0011,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,2,66300,132600,4641
2026-04-15,OWN-260415-0012,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-04-15,OWN-260415-0013,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,2,66300,132600,4641
2026-04-15,CPG-260415-0014,쿠팡,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,176842,176842,19098
2026-04-15,NAV-260415-0015,네이버,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,245701,245701,17199
2026-04-15,OWN-260415-0016,자사몰,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,3,117300,351900,12316
2026-04-15,OWN-260415-0017,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,2,142800,285600,9996
2026-04-15,NAV-260415-0018,네이버,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,129446,258892,18122
2026-04-15,OWN-260415-0019,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-04-15,OWN-260415-0020,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-04-15,OHS-260415-0021,오늘의집,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,2,110976,221952,39951
2026-04-15,OWN-260415-0022,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-15,OWN-260415-0023,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-15,CPG-260415-0024,쿠팡,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,152617,152617,16482
2026-04-15,29C-260415-0025,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-04-15,OHS-260415-0026,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-04-15,29C-260415-0027,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-04-15,NAV-260415-0028,네이버,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,2,64311,128622,9003
2026-04-15,CPG-260415-0029,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,309272,309272,33401
2026-04-15,OHS-260415-0030,오늘의집,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,2,489855,979710,176347
2026-04-15,29C-260415-0031,29CM,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,3,87465,262395,70846
2026-04-15,NAV-260415-0032,네이버,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,465842,465842,32608
2026-04-15,OWN-260415-0033,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,3,75650,226950,7943
2026-04-15,CPG-260415-0034,쿠팡,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,383562,383562,41424
2026-04-15,CPG-260415-0035,쿠팡,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,71867,71867,7761
2026-04-15,OWN-260415-0036,자사몰,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,142800,142800,4998
2026-04-15,NAV-260415-0037,네이버,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,2,315783,631566,44209
2026-04-15,NAV-260415-0038,네이버,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,2,575501,1151002,80570
2026-04-15,OWN-260415-0039,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-15,OWN-260415-0040,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-04-15,OWN-260415-0041,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-15,OWN-260415-0042,자사몰,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,593300,593300,20765
2026-04-15,OWN-260415-0043,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-04-15,29C-260415-0044,29CM,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,195457,195457,52773
2026-04-15,NAV-260415-0045,네이버,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,245701,245701,17199
2026-04-15,CPG-260415-0046,쿠팡,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,456237,456237,49273
2026-04-15,29C-260415-0047,29CM,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,149940,149940,40483
2026-04-15,OWN-260415-0048,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-04-15,OWN-260415-0049,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,295800,295800,10353
2026-04-15,OWN-260415-0050,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-04-15,CPG-260415-0051,쿠팡,RR-WRK-303,레어로우 워크 체어,워크,체어,2,281010,562020,60698
2026-04-15,OWN-260415-0052,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-04-15,CPG-260415-0053,쿠팡,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,2,563635,1127270,121745
2026-04-15,OWN-260415-0054,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-04-15,OWN-260415-0055,자사몰,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,253300,253300,8865
2026-04-15,OWN-260415-0056,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-04-15,OWN-260415-0057,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,2,423300,846600,29631
2026-04-16,OHS-260416-0001,오늘의집,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,189006,189006,34021
2026-04-16,OWN-260416-0002,자사몰,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,253300,253300,8865
2026-04-16,OHS-260416-0003,오늘의집,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,2,110976,221952,39951
2026-04-16,29C-260416-0004,29CM,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,168682,168682,45544
2026-04-16,OWN-260416-0005,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,480250,480250,16808
2026-04-16,NAV-260416-0006,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-04-16,OHS-260416-0007,오늘의집,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,301716,301716,54308
2026-04-16,NAV-260416-0008,네이버,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,575501,575501,40285
2026-04-16,OWN-260416-0009,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,2,448800,897600,31416
2026-04-16,OWN-260416-0010,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-04-16,29C-260416-0011,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,341827,341827,92293
2026-04-16,29C-260416-0012,29CM,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,2,310590,621180,167718
2026-04-16,OWN-260416-0013,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,295800,295800,10353
2026-04-16,OWN-260416-0014,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,133450,266900,9341
2026-04-16,NAV-260416-0015,네이버,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,2,575501,1151002,80570
2026-04-16,NAV-260416-0016,네이버,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,2,105536,211072,14775
2026-04-16,OWN-260416-0017,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-04-16,29C-260416-0018,29CM,RR-WRK-303,레어로우 워크 체어,워크,체어,1,310590,310590,83859
2026-04-16,NAV-260416-0019,네이버,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,80801,80801,5656
2026-04-16,OWN-260416-0020,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-04-16,OWN-260416-0021,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,1,295800,295800,10353
2026-04-16,29C-260416-0022,29CM,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,149940,149940,40483
2026-04-16,NAV-260416-0023,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-04-16,29C-260416-0024,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-04-16,OWN-260416-0025,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,1,295800,295800,10353
2026-04-16,OWN-260416-0026,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-04-16,OHS-260416-0027,오늘의집,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,84966,84966,15293
2026-04-16,OHS-260416-0028,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,2,119646,239292,43072
2026-04-16,NAV-260416-0029,네이버,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,410601,410601,28742
2026-04-16,29C-260416-0030,29CM,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,265965,265965,71810
2026-04-16,OHS-260416-0031,오늘의집,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,3,605166,1815498,326789
2026-04-16,OWN-260416-0032,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-04-16,OWN-260416-0033,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-04-16,CPG-260416-0034,쿠팡,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,176842,176842,19098
2026-04-16,29C-260416-0035,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,2,341827,683654,184586
2026-04-16,OWN-260416-0036,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-04-16,OWN-260416-0037,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-04-16,OWN-260416-0038,자사몰,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,389300,389300,13625
2026-04-16,29C-260416-0039,29CM,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,123165,123165,33254
2026-04-16,OWN-260416-0040,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-04-16,CPG-260416-0041,쿠팡,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,402135,402135,43430
2026-04-16,OHS-260416-0042,오늘의집,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,67626,67626,12172
2026-04-16,OHS-260416-0043,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,2,119646,239292,43072
2026-04-16,NAV-260416-0044,네이버,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,2,575501,1151002,80570
2026-04-16,OWN-260416-0045,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-04-16,OWN-260416-0046,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-04-16,OWN-260416-0047,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-04-16,OWN-260416-0048,자사몰,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,389300,389300,13625
2026-04-16,OHS-260416-0049,오늘의집,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,110976,110976,19975
2026-04-16,OHS-260416-0050,오늘의집,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,411825,411825,74128
2026-04-16,OWN-260416-0051,자사몰,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,185300,185300,6485
2026-04-16,OHS-260416-0052,오늘의집,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,332061,332061,59770
2026-04-16,OHS-260416-0053,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,163863,163863,29495
